Year,QTR,Region,Crown_Court_Centre,REC_TYPE_pub,newofftype_pub,ho_code,N_receipts,N_receipts_Exc_BW,N_outstanding
2017,4,North West,Chester,1. CT (TEW),08. Public order offences,06691,1,1,
2017,4,North West,Chester,1. CT (TEW),08. Public order offences,06698,0,0,
2017,4,North West,Chester,1. CT (TEW),08. Public order offences,06808,1,1,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,03803,1,1,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,07901,1,1,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,07902,2,2,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,08202,3,3,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,08507,1,1,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,08602,9,9,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,09999,1,1,
2017,4,North West,Chester,1. CT (TEW),09. Miscellaneous crimes against society,80200,5,5,
2017,4,North West,Chester,1. CT (TEW),10. Fraud Offences,05340,1,1,
2017,4,North West,Chester,1. CT (TEW),12. Summary motoring,80502,1,1,
2017,4,North West,Chester,1. CT (TEW),15. Unknown,,1,1,
2017,4,North West,Chester,2. ST (IND),01. Violence against the person,00101,1,1,
2017,4,North West,Chester,2. ST (IND),01. Violence against the person,00200,1,1,
2017,4,North West,Chester,2. ST (IND),01. Violence against the person,00501,13,13,
2017,4,North West,Chester,2. ST (IND),01. Violence against the person,00867,3,3,
2017,4,North West,Chester,2. ST (IND),01. Violence against the person,03603,1,1,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,01621,0,0,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,01907,2,2,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,01908,4,4,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,01910,1,1,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,01916,1,1,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,02003,2,2,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,02206,1,1,
2017,4,North West,Chester,2. ST (IND),02. Sexual offences,02208,1,1,
2017,4,North West,Chester,2. ST (IND),03. Robbery,03401,10,10,
2017,4,North West,Chester,2. ST (IND),03. Robbery,03403,1,1,
2017,4,North West,Chester,2. ST (IND),04. Theft Offences,02803,5,5,
2017,4,North West,Chester,2. ST (IND),04. Theft Offences,02804,1,1,
2017,4,North West,Chester,2. ST (IND),04. Theft Offences,02900,1,1,
2017,4,North West,Chester,2. ST (IND),04. Theft Offences,04910,2,2,
2017,4,North West,Chester,2. ST (IND),06. Drug offences,09230,4,4,
2017,4,North West,Chester,2. ST (IND),06. Drug offences,09231,1,1,
2017,4,North West,Chester,2. ST (IND),06. Drug offences,09250,1,1,
2017,4,North West,Chester,2. ST (IND),06. Drug offences,09271,1,1,
2017,4,North West,Chester,2. ST (IND),07. Possession of weapons,00823,1,1,
2017,4,North West,Chester,2. ST (IND),07. Possession of weapons,08170,1,1,
2017,4,North West,Chester,2. ST (IND),07. Possession of weapons,08172,1,1,
2017,4,North West,Chester,2. ST (IND),09. Miscellaneous crimes against society,07901,4,4,
2017,4,North West,Chester,2. ST (IND),09. Miscellaneous crimes against society,08000,3,3,
2017,4,North West,Chester,2. ST (IND),15. Unknown,,1,1,
2017,4,North West,Chester,3. CS (SENT),13. Committed for sentence,S0000,88,87,
2017,4,North West,Chester,4. A (APP),14. Appeals,A0000,47,47,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00301,6,6,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00408,1,1,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00412,3,3,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00501,1,1,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00801,17,16,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00806,33,30,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00830,4,3,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00831,7,7,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00857,1,1,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00858,1,1,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00867,4,3,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00869,1,1,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00871,3,3,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,00872,1,1,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,01103,6,5,
2017,4,North West,Liverpool,1. CT (TEW),01. Violence against the person,03608,1,1,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,01716,1,0,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,02005,7,7,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,02006,5,5,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,02111,1,1,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,02119,2,2,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,02218,4,4,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,02221,1,1,
2017,4,North West,Liverpool,1. CT (TEW),02. Sexual offences,08809,2,2,
2017,4,North West,Liverpool,1. CT (TEW),03. Robbery,03403,1,1,
2017,4,North West,Liverpool,1. CT (TEW),04. Theft Offences,02801,4,4,
2017,4,North West,Liverpool,1. CT (TEW),04. Theft Offences,02803,22,20,
2017,4,North West,Liverpool,1. CT (TEW),04. Theft Offences,03002,1,1,
2017,4,North West,Liverpool,1. CT (TEW),04. Theft Offences,03702,6,5,
2017,4,North West,Liverpool,1. CT (TEW),04. Theft Offences,03703,1,1,
2017,4,North West,Liverpool,1. CT (TEW),04. Theft Offences,04100,2,2,
2017,4,North West,Liverpool,1. CT (TEW),05. Criminal damage and arson,05602,1,1,
2017,4,North West,Liverpool,1. CT (TEW),05. Criminal damage and arson,05800,13,13,
2017,4,North West,Liverpool,1. CT (TEW),05. Criminal damage and arson,05805,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09204,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09221,36,34,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09225,2,2,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09230,3,2,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09231,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09233,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09240,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09241,3,3,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09250,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09270,24,23,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09271,6,4,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09273,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09280,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09281,21,19,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09342,1,0,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09362,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09368,1,1,
2017,4,North West,Liverpool,1. CT (TEW),06. Drug offences,09374,3,3,
2017,4,North West,Liverpool,1. CT (TEW),07. Possession of weapons,00811,9,9,
2017,4,North West,Liverpool,1. CT (TEW),07. Possession of weapons,00826,16,15,
2017,4,North West,Liverpool,1. CT (TEW),07. Possession of weapons,00861,1,1,
2017,4,North West,Liverpool,1. CT (TEW),07. Possession of weapons,00864,2,2,
2017,4,North West,Liverpool,1. CT (TEW),07. Possession of weapons,08135,2,2,
2017,4,North West,Liverpool,1. CT (TEW),08. Public order offences,00855,1,1,
2017,4,North West,Liverpool,1. CT (TEW),08. Public order offences,06500,1,1,
2017,4,North West,Liverpool,1. CT (TEW),08. Public order offences,06601,5,5,
2017,4,North West,Liverpool,1. CT (TEW),08. Public order offences,06621,1,0,
2017,4,North West,Liverpool,1. CT (TEW),08. Public order offences,06698,3,3,
2017,4,North West,Liverpool,1. CT (TEW),08. Public order offences,06808,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,03801,6,6,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,03802,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,03803,9,9,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,05401,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,05402,3,3,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,05911,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,06906,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,07902,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,07903,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,08501,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,08602,9,7,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,08610,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,08614,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,09909,1,1,
2017,4,North West,Liverpool,1. CT (TEW),09. Miscellaneous crimes against society,80200,14,14,
2017,4,North West,Liverpool,1. CT (TEW),10. Fraud Offences,05333,5,5,
2017,4,North West,Liverpool,1. CT (TEW),10. Fraud Offences,05340,3,3,
2017,4,North West,Liverpool,1. CT (TEW),10. Fraud Offences,05341,1,1,
2017,4,North West,Liverpool,1. CT (TEW),11. Summary Non-Motoring,10501,2,2,
2017,4,North West,Liverpool,1. CT (TEW),11. Summary Non-Motoring,19599,7,7,
2017,4,North West,Liverpool,1. CT (TEW),15. Unknown,,7,7,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00101,5,5,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00200,3,3,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00303,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00401,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00404,3,3,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00411,2,2,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00413,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00501,33,32,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00513,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00517,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00801,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,00872,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,03601,1,1,
2017,4,North West,Liverpool,2. ST (IND),01. Violence against the person,03603,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01621,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01626,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01714,1,0,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01907,6,6,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01908,6,5,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01910,2,2,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01912,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,01916,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,02003,3,3,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,02004,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,02102,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,02104,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,02108,1,1,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,02206,2,2,
2017,4,North West,Liverpool,2. ST (IND),02. Sexual offences,02304,1,1,
2017,4,North West,Liverpool,2. ST (IND),03. Robbery,03401,23,20,
2017,4,North West,Liverpool,2. ST (IND),03. Robbery,03402,2,2,
2017,4,North West,Liverpool,2. ST (IND),03. Robbery,03403,3,3,
2017,4,North West,Liverpool,2. ST (IND),04. Theft Offences,02801,1,1,
2017,4,North West,Liverpool,2. ST (IND),04. Theft Offences,02803,15,14,
2017,4,North West,Liverpool,2. ST (IND),04. Theft Offences,02900,6,6,
2017,4,North West,Liverpool,2. ST (IND),04. Theft Offences,03001,1,1,
2017,4,North West,Liverpool,2. ST (IND),04. Theft Offences,03100,1,1,
2017,4,North West,Liverpool,2. ST (IND),04. Theft Offences,03500,1,0,
2017,4,North West,Liverpool,2. ST (IND),05. Criminal damage and arson,05601,3,3,
2017,4,North West,Liverpool,2. ST (IND),05. Criminal damage and arson,05602,2,2,
2017,4,North West,Liverpool,2. ST (IND),05. Criminal damage and arson,05700,2,2,
2017,4,North West,Liverpool,2. ST (IND),05. Criminal damage and arson,05800,1,1,
2017,4,North West,Liverpool,2. ST (IND),06. Drug offences,09221,2,2,
2017,4,North West,Liverpool,2. ST (IND),06. Drug offences,09230,8,8,
2017,4,North West,Liverpool,2. ST (IND),06. Drug offences,09231,4,4,
2017,4,North West,Liverpool,2. ST (IND),06. Drug offences,09234,2,2,
2017,4,North West,Liverpool,2. ST (IND),06. Drug offences,09239,5,5,
2017,4,North West,Liverpool,2. ST (IND),06. Drug offences,09270,3,3,
2017,4,North West,Liverpool,2. ST (IND),06. Drug offences,09271,1,1,
2017,4,North West,Liverpool,2. ST (IND),07. Possession of weapons,00813,2,2,
2017,4,North West,Liverpool,2. ST (IND),07. Possession of weapons,08103,1,1,
2017,4,North West,Liverpool,2. ST (IND),07. Possession of weapons,08172,2,2,
2017,4,North West,Liverpool,2. ST (IND),08. Public order offences,06500,2,0,
2017,4,North West,Liverpool,2. ST (IND),08. Public order offences,06698,1,1,
2017,4,North West,Liverpool,2. ST (IND),08. Public order offences,06808,1,1,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,03803,1,1,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,05914,1,1,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,06138,1,1,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,06902,3,3,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,07901,9,9,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,08000,4,4,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,08306,1,1,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,09912,1,1,
2017,4,North West,Liverpool,2. ST (IND),09. Miscellaneous crimes against society,09999,4,3,
2017,4,North West,Liverpool,2. ST (IND),10. Fraud Offences,05301,1,1,
2017,4,North West,Liverpool,2. ST (IND),10. Fraud Offences,05304,1,1,
2017,4,North West,Liverpool,2. ST (IND),10. Fraud Offences,05340,1,1,
2017,4,North West,Liverpool,2. ST (IND),15. Unknown,,3,3,
2017,4,North West,Liverpool,3. CS (SENT),13. Committed for sentence,S0000,296,263,
2017,4,North West,Liverpool,4. A (APP),14. Appeals,A0000,95,95,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00301,3,3,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00408,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00412,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00501,5,3,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00801,5,5,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00806,14,14,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00831,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00857,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00867,5,5,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00869,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00870,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,00872,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,01103,1,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),01. Violence against the person,03607,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,01716,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,01912,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,02005,4,4,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,02006,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,02119,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,02206,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,02208,1,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,02211,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,02218,1,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),02. Sexual offences,08801,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,02801,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,02803,2,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,03002,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,03100,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,03900,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,04600,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,04801,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),04. Theft Offences,04910,-1,-1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),05. Criminal damage and arson,05602,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),05. Criminal damage and arson,05800,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),05. Criminal damage and arson,05805,8,8,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09221,4,4,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09230,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09231,3,3,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09233,0,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09241,0,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09245,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09265,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09270,4,4,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09271,3,3,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09273,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09281,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09344,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),06. Drug offences,09374,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),07. Possession of weapons,00826,4,4,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,00855,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,06500,7,7,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,06601,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,06621,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,06622,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,06653,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,06699,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),08. Public order offences,06808,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,03801,6,6,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,03802,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,03803,8,8,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,05401,1,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,05402,3,3,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,05911,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,06906,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,07810,0,0,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,07901,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,07902,2,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,08202,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,08602,6,6,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,09999,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),09. Miscellaneous crimes against society,80200,2,2,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),10. Fraud Offences,05340,5,4,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),10. Fraud Offences,05342,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),10. Fraud Offences,05343,1,1,
2017,4,North West,Manchester Crown Sq,1. CT (TEW),15. Unknown,,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00101,10,10,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00200,7,7,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00401,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00404,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00501,16,14,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00514,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00806,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,00867,4,4,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,03601,6,6,
2017,4,North West,Manchester Crown Sq,2. ST (IND),01. Violence against the person,03603,3,3,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,01626,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,01714,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,01907,6,6,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,01908,7,7,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,01913,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,01914,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,01916,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,02003,3,3,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,02006,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,02103,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,02104,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,02206,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),02. Sexual offences,02208,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),03. Robbery,03401,27,25,
2017,4,North West,Manchester Crown Sq,2. ST (IND),03. Robbery,03402,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),03. Robbery,03403,3,3,
2017,4,North West,Manchester Crown Sq,2. ST (IND),04. Theft Offences,02803,9,9,
2017,4,North West,Manchester Crown Sq,2. ST (IND),04. Theft Offences,02900,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),04. Theft Offences,03500,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),05. Criminal damage and arson,05601,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),05. Criminal damage and arson,05602,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),05. Criminal damage and arson,05700,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),06. Drug offences,09203,3,3,
2017,4,North West,Manchester Crown Sq,2. ST (IND),06. Drug offences,09221,3,3,
2017,4,North West,Manchester Crown Sq,2. ST (IND),06. Drug offences,09225,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),06. Drug offences,09230,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),06. Drug offences,09239,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),06. Drug offences,09245,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),07. Possession of weapons,00813,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),07. Possession of weapons,00823,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),07. Possession of weapons,08172,-1,-1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,00905,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,03801,4,4,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,03803,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,05401,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,06138,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,06902,3,3,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,06903,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,06906,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,07901,4,4,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,08306,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,09875,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,09876,2,2,
2017,4,North West,Manchester Crown Sq,2. ST (IND),09. Miscellaneous crimes against society,09877,1,1,
2017,4,North West,Manchester Crown Sq,2. ST (IND),10. Fraud Offences,05356,2,2,
